Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),CO,Ozone,PM10,PM25,NO2,Year,Month,Month_Name,Year-Month,Week,Day
2021-12-06,37,Ozone,Bangalore,4.987004548408057,37.0,12.0,33.0,11.0,2021.0,12.0,December,2021-12,49,Monday
,50,Ozone,Delhi,5.0,50.0,13.0,41.0,10.0,,,,NaT,,
,32,PM2.5,Hyderabad,5.0,31.0,13.0,32.0,20.0,,,,NaT,,
,44,Ozone,Delhi,5.0,44.0,12.0,33.0,15.0,,,,NaT,,
,36,Ozone,Delhi,2.0,36.0,11.0,26.0,6.0,,,,NaT,,
,40,Ozone,Delhi,4.987004548408057,40.0,12.0,31.0,25.0,,,,NaT,,
,119,Ozone,Delhi,4.987004548408057,119.0,20.0,41.0,23.0,,,,NaT,,
,71,Ozone,Delhi,4.987004548408057,71.0,19.0,53.0,24.0,,,,NaT,,
,87,Ozone,Delhi,4.987004548408057,87.0,14.0,51.0,11.0,,,,NaT,,
,58,PM2.5,Hyderabad,4.987004548408057,31.0,21.0,58.0,13.0,,,,NaT,,
,28,PM2.5,Bangalore,3.0,28.0,11.0,28.0,14.0,,,,NaT,,
,31,Ozone,Delhi,1.0,31.0,8.0,24.0,20.0,,,,NaT,,
,37,Ozone,Delhi,4.987004548408057,37.0,11.0,29.0,17.0,,,,NaT,,
,38,Ozone,Delhi,5.0,38.0,9.0,32.0,14.0,,,,NaT,,
,44,PM2.5,Hyderabad,3.0,24.0,16.0,44.0,7.0,,,,NaT,,
,55,PM2.5,Bangalore,5.0,38.0,21.0,55.0,7.0,,,,NaT,,
,105,Ozone,Delhi,3.0,105.0,20.0,54.0,16.0,,,,NaT,,
,112,Ozone,Delhi,4.987004548408057,112.0,19.0,53.0,19.0,,,,NaT,,
,126,Ozone,Delhi,5.0,126.0,15.0,43.0,18.0,,,,NaT,,
2021-01-07,37,Ozone,Delhi,3.0,37.0,11.0,32.0,17.0,2021.0,1.0,January,2021-01,1,Thursday
2021-02-07,30,Ozone,Delhi,3.0,30.0,6.0,16.0,12.0,2021.0,2.0,February,2021-02,5,Sunday
2021-03-07,12,PM2.5,Hyderabad,1.0,12.0,5.0,12.0,5.0,2021.0,3.0,March,2021-03,9,Sunday
2021-04-07,58,PM2.5,Hyderabad,5.0,19.0,17.0,58.0,16.0,2021.0,4.0,April,2021-04,14,Wednesday
2021-05-07,63,PM2.5,Hyderabad,6.0,35.0,21.0,63.0,12.0,2021.0,5.0,May,2021-05,18,Friday
2021-06-07,122,Ozone,Delhi,6.0,122.0,20.0,60.0,22.0,2021.0,6.0,June,2021-06,23,Monday
2021-07-07,97,Ozone,Delhi,6.0,97.0,22.0,63.0,25.0,2021.0,7.0,July,2021-07,27,Wednesday
2021-08-07,52,PM2.5,Hyderabad,3.0,31.0,17.0,52.0,16.0,2021.0,8.0,August,2021-08,31,Saturday
2021-09-07,29,Ozone,Delhi,5.0,29.0,8.0,22.0,13.0,2021.0,9.0,September,2021-09,36,Tuesday
2021-10-07,37,PM2.5,Bangalore,5.0,31.0,13.0,37.0,13.0,2021.0,10.0,October,2021-10,40,Thursday
2021-11-07,48,PM2.5,Bangalore,3.0,33.0,14.0,48.0,8.0,2021.0,11.0,November,2021-11,44,Sunday
2021-12-07,32,Ozone,Delhi,4.987004548408057,32.0,9.0,25.0,9.0,2021.0,12.0,December,2021-12,49,Tuesday
,43,PM2.5,Hyderabad,3.0,26.0,14.0,43.0,13.0,,,,NaT,,
,43,Ozone,Delhi,6.0,43.0,13.0,37.0,16.0,,,,NaT,,
,80,Ozone,Delhi,5.0,80.0,14.0,43.0,21.0,,,,NaT,,
,119,Ozone,Delhi,4.987004548408057,119.0,22.0,58.0,26.0,,,,NaT,,
,58,PM2.5,Bangalore,4.987004548408057,58.0,23.0,58.0,26.0,,,,NaT,,
,41,Ozone,Delhi,4.987004548408057,41.0,9.0,29.0,11.0,,,,NaT,,
,20,Ozone,Bangalore,4.987004548408057,20.0,8.0,18.0,16.0,,,,NaT,,
,122,PM2.5,Hyderabad,9.0,43.0,53.0,122.0,18.0,,,,NaT,,
,66,PM2.5,Bangalore,9.0,45.0,23.0,66.0,18.0,,,,NaT,,
,51,PM2.5,Bangalore,2.0,33.0,14.0,51.0,8.0,,,,NaT,,
,52,PM2.5,Hyderabad,4.987004548408057,34.0,16.0,52.0,20.0,,,,NaT,,
,53,PM2.5,Bangalore,4.987004548408057,41.0,16.0,53.0,11.0,,,,NaT,,
,58,PM2.5,Hyderabad,4.987004548408057,41.0,19.0,58.0,13.0,,,,NaT,,
,136,PM2.5,Hyderabad,7.0,67.0,55.0,136.0,22.0,,,,NaT,,
,97,PM2.5,Bangalore,8.0,84.0,43.0,97.0,22.0,,,,NaT,,
,58,PM2.5,Bangalore,5.0,34.0,19.0,58.0,12.0,,,,NaT,,
,55,PM2.5,Hyderabad,5.0,40.0,17.0,55.0,16.0,,,,NaT,,
,45,PM2.5,Hyderabad,5.0,39.0,12.0,45.0,11.0,,,,NaT,,
,31,PM2.5,Hyderabad,4.987004548408057,30.0,9.0,31.0,18.0,,,,NaT,,
2021-01-08,44,Ozone,Delhi,5.0,44.0,13.0,42.0,15.0,2021.0,1.0,January,2021-01,1,Friday
2021-02-08,39,PM2.5,Bangalore,3.0,33.0,10.0,39.0,13.0,2021.0,2.0,February,2021-02,6,Monday
2021-03-08,42,PM2.5,Hyderabad,6.0,34.0,14.0,42.0,21.0,2021.0,3.0,March,2021-03,10,Monday
2021-04-08,49,PM2.5,Hyderabad,6.0,37.0,15.0,49.0,23.0,2021.0,4.0,April,2021-04,14,Thursday
2021-05-08,35,Ozone,Visakhapatnam,5.0,35.0,9.0,33.0,17.0,2021.0,5.0,May,2021-05,18,Saturday
2021-06-08,101,Ozone,Delhi,6.0,101.0,18.0,56.0,19.0,2021.0,6.0,June,2021-06,23,Tuesday
2021-07-08,100,Ozone,Delhi,7.0,100.0,19.0,58.0,17.0,2021.0,7.0,July,2021-07,27,Thursday
2021-08-08,52,PM2.5,Hyderabad,5.0,47.0,13.0,52.0,13.0,2021.0,8.0,August,2021-08,31,Sunday
2021-09-08,59,PM2.5,Hyderabad,5.0,42.0,19.0,59.0,15.0,2021.0,9.0,September,2021-09,36,Wednesday
2021-10-08,56,PM2.5,Hyderabad,6.0,40.0,18.0,56.0,18.0,2021.0,10.0,October,2021-10,40,Friday
2021-11-08,97,Ozone,Bangalore,6.0,97.0,19.0,57.0,18.0,2021.0,11.0,November,2021-11,45,Monday
2021-12-08,129,Ozone,Delhi,6.0,129.0,19.0,53.0,23.0,2021.0,12.0,December,2021-12,49,Wednesday
,87,Ozone,Delhi,6.0,87.0,19.0,53.0,19.0,,,,NaT,,
,51,PM2.5,Hyderabad,7.0,37.0,15.0,51.0,16.0,,,,NaT,,
,38,Ozone,Delhi,4.987004548408057,38.0,11.0,33.0,8.0,,,,NaT,,
,43,Ozone,Delhi,5.0,43.0,12.0,37.0,17.0,,,,NaT,,
,43,Ozone,Visakhapatnam,6.0,43.0,15.0,40.0,19.0,,,,NaT,,
,40,PM2.5,Hyderabad,6.0,37.0,18.0,40.0,20.0,,,,NaT,,
,30,Ozone,Delhi,6.0,30.0,10.0,28.0,16.0,,,,NaT,,
,28,Ozone,Delhi,5.0,28.0,7.0,17.0,14.0,,,,NaT,,
,43,Ozone,Delhi,3.0,43.0,11.0,33.0,12.0,,,,NaT,,
,32,Ozone,Visakhapatnam,4.987004548408057,32.0,9.0,20.0,8.0,,,,NaT,,
,53,PM2.5,Bangalore,4.987004548408057,34.0,25.0,53.0,21.0,,,,NaT,,
,46,PM2.5,Bangalore,4.987004548408057,29.0,20.0,46.0,20.0,,,,NaT,,
,66,PM2.5,Bangalore,4.987004548408057,64.0,27.0,66.0,21.0,,,,NaT,,
,129,Ozone,Delhi,8.0,129.0,32.0,71.0,27.0,,,,NaT,,
,77,Ozone,Delhi,7.0,77.0,27.0,66.0,25.0,,,,NaT,,
,33,PM2.5,Bangalore,3.0,27.0,14.0,33.0,7.0,,,,NaT,,
,38,PM2.5,Bangalore,6.0,26.0,13.0,38.0,10.0,,,,NaT,,
,84,Ozone,Delhi,7.0,84.0,18.0,54.0,20.0,,,,NaT,,
,51,PM2.5,Bangalore,6.0,39.0,17.0,51.0,22.0,,,,NaT,,
2021-01-09,44,PM2.5,Bangalore,6.0,31.0,13.0,44.0,21.0,2021.0,1.0,January,2021-01,1,Saturday
2021-02-09,31,Ozone,Delhi,3.0,31.0,8.0,22.0,6.0,2021.0,2.0,February,2021-02,6,Tuesday
2021-03-09,22,PM2.5,Bangalore,3.0,19.0,9.0,22.0,11.0,2021.0,3.0,March,2021-03,10,Tuesday
2021-04-09,28,PM2.5,Bangalore,3.0,25.0,8.0,28.0,15.0,2021.0,4.0,April,2021-04,14,Friday
2021-05-09,36,PM2.5,Hyderabad,4.987004548408057,30.0,11.0,36.0,13.0,2021.0,5.0,May,2021-05,18,Sunday
2021-06-09,45,PM2.5,Bangalore,4.987004548408057,41.0,14.0,45.0,12.0,2021.0,6.0,June,2021-06,23,Wednesday
2021-07-09,39,Ozone,Delhi,4.987004548408057,39.0,10.0,29.0,9.0,2021.0,7.0,July,2021-07,27,Friday
2021-08-09,48,Ozone,Visakhapatnam,7.0,48.0,17.0,46.0,25.0,2021.0,8.0,August,2021-08,32,Monday
2021-09-09,46,PM2.5,Hyderabad,6.0,34.0,15.0,46.0,12.0,2021.0,9.0,September,2021-09,36,Thursday
2021-10-09,27,PM2.5,Bangalore,5.0,27.0,11.0,27.0,8.0,2021.0,10.0,October,2021-10,40,Saturday
2021-11-09,45,Ozone,Delhi,6.0,45.0,11.0,37.0,15.0,2021.0,11.0,November,2021-11,45,Tuesday
2021-12-09,74,Ozone,Delhi,6.0,74.0,16.0,52.0,21.0,2021.0,12.0,December,2021-12,49,Thursday
,43,PM2.5,Bangalore,6.0,43.0,15.0,43.0,19.0,,,,NaT,,
,39,Ozone,Delhi,6.0,39.0,13.0,34.0,18.0,,,,NaT,,
,61,PM2.5,Bangalore,6.0,50.0,23.0,61.0,24.0,,,,NaT,,
,40,Ozone,Visakhapatnam,5.0,40.0,12.0,39.0,15.0,,,,NaT,,
,43,PM2.5,Bangalore,3.0,28.0,14.0,43.0,8.0,,,,NaT,,
,40,PM2.5,Bangalore,3.0,38.0,11.0,40.0,17.0,,,,NaT,,
,41,PM2.5,Bangalore,5.0,27.0,14.0,41.0,18.0,,,,NaT,,
,34,PM2.5,Bangalore,5.0,30.0,13.0,34.0,19.0,,,,NaT,,
,31,PM2.5,Hyderabad,4.987004548408057,30.0,13.0,31.0,19.0,,,,NaT,,
,35,PM2.5,Hyderabad,4.987004548408057,33.0,15.0,35.0,17.0,,,,NaT,,
,41,PM2.5,Bangalore,5.0,36.0,19.0,41.0,21.0,,,,NaT,,
,31,PM2.5,Hyderabad,6.0,31.0,12.0,31.0,22.0,,,,NaT,,
,50,PM2.5,Bangalore,7.0,37.0,17.0,50.0,23.0,,,,NaT,,
,35,PM2.5,Bangalore,7.0,34.0,12.0,35.0,16.0,,,,NaT,,
,50,Ozone,Delhi,6.0,50.0,19.0,34.0,21.0,,,,NaT,,
,46,PM2.5,Hyderabad,6.0,30.0,19.0,46.0,25.0,,,,NaT,,
,26,Ozone,Delhi,3.0,26.0,10.0,23.0,14.0,,,,NaT,,
,22,PM2.5,Bangalore,3.0,15.0,8.0,22.0,13.0,,,,NaT,,
2021-01-10,34,PM2.5,Bangalore,7.0,20.0,12.0,34.0,19.0,2021.0,1.0,January,2021-01,1,Sunday
2021-02-10,42,PM2.5,Bangalore,8.0,33.0,13.0,42.0,21.0,2021.0,2.0,February,2021-02,6,Wednesday
2021-03-10,48,PM2.5,Bangalore,7.0,28.0,14.0,48.0,15.0,2021.0,3.0,March,2021-03,10,Wednesday
2021-04-10,17,Ozone,Bangalore,3.0,17.0,6.0,16.0,8.0,2021.0,4.0,April,2021-04,14,Saturday
2021-05-10,21,PM2.5,Bangalore,2.0,18.0,8.0,21.0,8.0,2021.0,5.0,May,2021-05,19,Monday
2021-06-10,30,PM2.5,Hyderabad,6.0,28.0,13.0,30.0,24.0,2021.0,6.0,June,2021-06,23,Thursday
2021-07-10,36,PM2.5,Hyderabad,7.0,23.0,11.0,36.0,24.0,2021.0,7.0,July,2021-07,27,Saturday
2021-08-10,48,PM2.5,Bangalore,7.0,31.0,15.0,48.0,22.0,2021.0,8.0,August,2021-08,32,Tuesday
2021-09-10,52,PM2.5,Bangalore,3.0,26.0,19.0,52.0,7.0,2021.0,9.0,September,2021-09,36,Friday
2021-10-10,39,PM2.5,Bangalore,2.0,26.0,16.0,39.0,6.0,2021.0,10.0,October,2021-10,40,Sunday
2021-11-10,34,PM2.5,Hyderabad,5.0,29.0,12.0,34.0,20.0,2021.0,11.0,November,2021-11,45,Wednesday
2021-12-10,51,PM2.5,Bangalore,6.0,27.0,15.0,51.0,25.0,2021.0,12.0,December,2021-12,49,Friday
,48,PM2.5,Bangalore,6.0,20.0,14.0,48.0,20.0,,,,NaT,,
,47,PM2.5,Hyderabad,7.0,25.0,17.0,47.0,22.0,,,,NaT,,
,48,PM2.5,Hyderabad,9.0,33.0,18.0,48.0,20.0,,,,NaT,,
,42,Ozone,Bangalore,6.0,42.0,15.0,39.0,13.0,,,,NaT,,
,23,Ozone,Bangalore,2.0,23.0,7.0,18.0,10.0,,,,NaT,,
,24,Ozone,Bangalore,3.0,24.0,6.0,17.0,21.0,,,,NaT,,
,30,Ozone,Bangalore,6.0,30.0,8.0,22.0,30.0,,,,NaT,,
,41,PM2.5,Bangalore,8.0,41.0,21.0,41.0,36.0,,,,NaT,,
,52,PM2.5,Hyderabad,9.0,50.0,20.0,52.0,27.0,,,,NaT,,
,47,PM2.5,Bangalore,5.0,30.0,15.0,47.0,25.0,,,,NaT,,
,24,Ozone,Bangalore,4.987004548408057,24.0,6.0,22.0,8.0,,,,NaT,,
,33,PM2.5,Hyderabad,5.0,24.0,8.0,33.0,15.0,,,,NaT,,
,45,PM2.5,Bangalore,5.0,14.0,13.0,45.0,13.0,,,,NaT,,
,30,Ozone,Bangalore,2.0,30.0,6.0,15.0,9.0,,,,NaT,,
,25,Ozone,Bangalore,3.0,25.0,8.0,24.0,18.0,,,,NaT,,
,33,PM2.5,Hyderabad,5.0,28.0,10.0,33.0,21.0,,,,NaT,,
,47,PM2.5,Bangalore,5.0,28.0,13.0,47.0,14.0,,,,NaT,,
,33,PM2.5,Hyderabad,5.0,22.0,12.0,33.0,22.0,,,,NaT,,
,28,Ozone,Bangalore,6.0,28.0,8.0,23.0,17.0,,,,NaT,,
2021-01-11,30,Ozone,Bangalore,6.0,30.0,8.0,24.0,25.0,2021.0,1.0,January,2021-01,2,Monday
2021-02-11,34,PM2.5,Hyderabad,7.0,26.0,11.0,34.0,22.0,2021.0,2.0,February,2021-02,6,Thursday
2021-03-11,36,PM2.5,Bangalore,8.0,30.0,10.0,36.0,25.0,2021.0,3.0,March,2021-03,10,Thursday
2021-04-11,46,PM2.5,Bangalore,6.0,22.0,13.0,46.0,27.0,2021.0,4.0,April,2021-04,14,Sunday
2021-05-11,52,PM2.5,Bangalore,7.0,25.0,14.0,52.0,30.0,2021.0,5.0,May,2021-05,19,Tuesday
2021-06-11,61,PM2.5,Bangalore,10.0,28.0,19.0,61.0,32.0,2021.0,6.0,June,2021-06,23,Friday
2021-07-11,73,PM2.5,Bangalore,11.0,27.0,29.0,73.0,35.0,2021.0,7.0,July,2021-07,27,Sunday
2021-08-11,66,PM2.5,Bangalore,11.0,30.0,25.0,66.0,36.0,2021.0,8.0,August,2021-08,32,Wednesday
2021-09-11,68,PM2.5,Hyderabad,13.0,31.0,28.0,68.0,34.0,2021.0,9.0,September,2021-09,36,Saturday
2021-10-11,58,PM2.5,Bangalore,7.0,33.0,19.0,58.0,30.0,2021.0,10.0,October,2021-10,41,Monday
2021-11-11,39,PM2.5,Hyderabad,8.0,31.0,15.0,39.0,28.0,2021.0,11.0,November,2021-11,45,Thursday
2021-12-11,41,PM2.5,Hyderabad,6.0,35.0,15.0,41.0,30.0,2021.0,12.0,December,2021-12,49,Saturday
,35,PM2.5,Hyderabad,8.0,32.0,10.0,35.0,15.0,,,,NaT,,
,26,PM2.5,Hyderabad,6.0,18.0,6.0,26.0,16.0,,,,NaT,,
,32,PM2.5,Hyderabad,6.0,19.0,7.0,32.0,20.0,,,,NaT,,
,25,NO2,Hyderabad,8.0,22.0,6.0,22.0,25.0,,,,NaT,,
,48,PM2.5,Bangalore,10.0,25.0,12.0,48.0,29.0,,,,NaT,,
,62,PM2.5,Hyderabad,11.0,35.0,22.0,62.0,28.0,,,,NaT,,
,23,Ozone,Bangalore,3.0,23.0,6.0,21.0,15.0,,,,NaT,,
,27,PM2.5,Bangalore,6.0,23.0,6.0,27.0,24.0,,,,NaT,,
,43,PM2.5,Hyderabad,7.0,27.0,11.0,43.0,26.0,,,,NaT,,
,32,PM2.5,Hyderabad,5.0,24.0,9.0,32.0,25.0,,,,NaT,,
,29,Ozone,Bangalore,4.987004548408057,29.0,5.0,14.0,22.0,,,,NaT,,
,30,Ozone,Bangalore,6.0,30.0,8.0,23.0,30.0,,,,NaT,,
,56,PM2.5,Bangalore,8.0,19.0,15.0,56.0,28.0,,,,NaT,,
,52,PM2.5,Bangalore,7.0,21.0,11.0,52.0,25.0,,,,NaT,,
,30,Ozone,Bangalore,2.0,30.0,3.0,9.0,15.0,,,,NaT,,
,40,PM2.5,Hyderabad,6.0,24.0,8.0,40.0,25.0,,,,NaT,,
,55,PM2.5,Bangalore,7.0,28.0,12.0,55.0,17.0,,,,NaT,,
,46,PM2.5,Bangalore,6.0,17.0,11.0,46.0,32.0,,,,NaT,,
2021-01-12,59,PM2.5,Bangalore,8.0,24.0,16.0,59.0,35.0,2021.0,1.0,January,2021-01,2,Tuesday
2021-02-12,63,PM2.5,Bangalore,10.0,21.0,21.0,63.0,32.0,2021.0,2.0,February,2021-02,6,Friday
2021-03-12,31,Ozone,Bangalore,5.0,31.0,4.0,14.0,25.0,2021.0,3.0,March,2021-03,10,Friday
2021-04-12,53,PM2.5,Hyderabad,8.0,15.0,13.0,53.0,30.0,2021.0,4.0,April,2021-04,15,Monday
2021-05-12,54,PM2.5,Bangalore,8.0,28.0,13.0,54.0,28.0,2021.0,5.0,May,2021-05,19,Wednesday
2021-06-12,59,PM2.5,Bangalore,5.0,35.0,17.0,59.0,25.0,2021.0,6.0,June,2021-06,23,Saturday
2021-07-12,27,Ozone,Bangalore,4.987004548408057,27.0,6.0,22.0,27.0,2021.0,7.0,July,2021-07,28,Monday
2021-08-12,56,PM2.5,Bangalore,4.987004548408057,16.0,15.0,56.0,25.0,2021.0,8.0,August,2021-08,32,Thursday
2021-09-12,53,PM2.5,Bangalore,4.987004548408057,26.0,12.0,53.0,28.0,2021.0,9.0,September,2021-09,36,Sunday
2021-10-12,62,PM2.5,Bangalore,7.0,15.0,20.0,62.0,28.0,2021.0,10.0,October,2021-10,41,Tuesday
2021-11-12,63,PM2.5,Bangalore,7.0,30.0,19.0,63.0,23.0,2021.0,11.0,November,2021-11,45,Friday
2021-12-12,32,Ozone,Bangalore,6.0,32.0,5.0,16.0,27.0,2021.0,12.0,December,2021-12,49,Sunday
,29,PM2.5,Bangalore,7.0,20.0,11.0,29.0,29.0,,,,NaT,,
,32,PM2.5,Bangalore,6.0,27.0,9.0,32.0,32.0,,,,NaT,,
,54,PM2.5,Bangalore,7.0,19.0,18.0,54.0,34.0,,,,NaT,,
,53,PM2.5,Hyderabad,6.0,21.0,20.0,53.0,28.0,,,,NaT,,
,36,Ozone,Bangalore,6.0,36.0,11.0,33.0,23.0,,,,NaT,,
,41,PM2.5,Bangalore,3.0,20.0,9.0,41.0,14.0,,,,NaT,,
,30,Ozone,Bangalore,2.0,30.0,5.0,20.0,7.0,,,,NaT,,
,34,PM2.5,Hyderabad,6.0,22.0,9.0,34.0,30.0,,,,NaT,,
,59,PM2.5,Hyderabad,10.0,39.00232018561485,19.0,59.0,32.0,,,,NaT,,
,55,PM2.5,Bangalore,10.0,39.00232018561485,13.0,55.0,22.0,,,,NaT,,
,33,Ozone,Bangalore,2.0,33.0,5.0,12.0,14.0,,,,NaT,,
,43,PM2.5,Bangalore,3.0,26.0,9.0,43.0,16.0,,,,NaT,,
,68,PM2.5,Bangalore,5.0,13.0,19.0,68.0,19.0,,,,NaT,,
,36,PM2.5,Bangalore,5.0,29.0,7.0,36.0,16.0,,,,NaT,,
,27,PM2.5,Hyderabad,5.0,19.0,7.0,27.0,23.0,,,,NaT,,
,53,PM2.5,Bangalore,5.0,39.00232018561485,13.0,53.0,23.0,,,,NaT,,
,63,PM2.5,Bangalore,3.0,39.00232018561485,16.0,63.0,21.0,,,,NaT,,
,59,PM2.5,Bangalore,4.987004548408057,39.00232018561485,17.0,59.0,19.0,,,,NaT,,
,66,PM2.5,Hyderabad,7.0,39.00232018561485,22.0,66.0,21.0,,,,NaT,,
2022-01-01,55,PM2.5,Hyderabad,4.987004548408057,39.00232018561485,16.0,55.0,20.0,2022.0,1.0,January,2022-01,52,Saturday
2022-02-01,33,PM2.5,Hyderabad,4.987004548408057,39.00232018561485,8.0,33.0,16.0,2022.0,2.0,February,2022-02,5,Tuesday
2022-03-01,22,PM2.5,Bangalore,2.0,39.00232018561485,6.0,22.0,7.0,2022.0,3.0,March,2022-03,9,Tuesday
2022-04-01,34,NO2,Hyderabad,6.0,39.00232018561485,10.0,33.0,34.0,2022.0,4.0,April,2022-04,13,Friday
2022-05-01,59,PM2.5,Hyderabad,7.0,39.00232018561485,19.0,59.0,33.0,2022.0,5.0,May,2022-05,17,Sunday
2022-06-01,56,PM2.5,Bangalore,8.0,39.00232018561485,16.0,56.0,24.0,2022.0,6.0,June,2022-06,22,Wednesday
2022-07-01,39,PM2.5,Bangalore,3.0,28.0,9.0,39.0,13.0,2022.0,7.0,July,2022-07,26,Friday
2022-08-01,40,PM2.5,Hyderabad,7.0,31.0,19.0,40.0,39.0,2022.0,8.0,August,2022-08,31,Monday
2022-09-01,58,PM2.5,Hyderabad,8.0,30.0,23.0,58.0,35.0,2022.0,9.0,September,2022-09,35,Thursday
2022-10-01,32,Ozone,Bangalore,3.0,32.0,8.0,26.0,24.0,2022.0,10.0,October,2022-10,39,Saturday
2022-11-01,32,PM2.5,Bangalore,3.0,31.0,10.0,32.0,32.0,2022.0,11.0,November,2022-11,44,Tuesday
2022-12-01,58,PM2.5,Hyderabad,7.0,23.0,23.0,58.0,35.0,2022.0,12.0,December,2022-12,48,Thursday
,75,PM2.5,Hyderabad,14.0,7.0,33.0,75.0,40.0,,,,NaT,,
,61,PM2.5,Bangalore,13.0,32.0,18.0,61.0,30.0,,,,NaT,,
,31,Ozone,Bangalore,2.0,31.0,8.0,30.0,11.0,,,,NaT,,
,54,PM2.5,Bangalore,2.0,31.0,14.0,54.0,22.0,,,,NaT,,
,39,PM2.5,Hyderabad,4.987004548408057,33.0,12.0,39.0,27.0,,,,NaT,,
,35,Ozone,Bangalore,2.0,35.0,7.0,17.0,11.0,,,,NaT,,
,53,PM2.5,Hyderabad,6.0,28.0,26.0,53.0,36.0,,,,NaT,,
,42,PM2.5,Hyderabad,6.0,31.0,14.0,42.0,33.0,,,,NaT,,
,35,PM2.5,Bangalore,2.0,31.0,11.0,35.0,20.0,,,,NaT,,
,53,PM2.5,Bangalore,4.987004548408057,30.0,15.0,53.0,34.0,,,,NaT,,
,66,PM2.5,Hyderabad,4.987004548408057,26.0,40.0,66.0,31.0,,,,NaT,,
,63,PM2.5,Hyderabad,4.987004548408057,31.0,26.0,63.0,27.0,,,,NaT,,
,73,PM2.5,Hyderabad,8.0,31.0,43.0,73.0,35.0,,,,NaT,,
,35,Ozone,Bangalore,2.0,35.0,8.0,23.0,17.0,,,,NaT,,
,53,PM2.5,Hyderabad,7.0,28.0,22.0,53.0,37.0,,,,NaT,,
,80,PM2.5,Hyderabad,7.0,25.0,34.0,80.0,33.0,,,,NaT,,
,47,PM2.5,Bangalore,6.0,35.0,15.0,47.0,8.0,,,,NaT,,
,42,NO2,Hyderabad,6.0,36.0,13.0,32.0,42.0,,,,NaT,,
,72,PM2.5,Hyderabad,11.0,25.0,55.0,72.0,49.0,,,,NaT,,
2022-01-02,77,PM2.5,Bangalore,11.0,39.00232018561485,32.0,77.0,44.0,2022.0,1.0,January,2022-01,52,Sunday
2022-02-02,64,PM2.5,Hyderabad,4.987004548408057,20.0,40.0,64.0,38.0,2022.0,2.0,February,2022-02,5,Wednesday
2022-03-02,59,PM2.5,Hyderabad,9.0,17.0,24.0,59.0,34.0,2022.0,3.0,March,2022-03,9,Wednesday
2022-04-02,27,Ozone,Bangalore,8.0,27.0,5.0,21.0,27.0,2022.0,4.0,April,2022-04,13,Saturday
2022-05-02,35,Ozone,Bangalore,2.0,35.0,7.0,27.0,6.0,2022.0,5.0,May,2022-05,18,Monday
2022-06-02,35,Ozone,Bangalore,5.0,35.0,14.0,34.0,30.0,2022.0,6.0,June,2022-06,22,Thursday
2022-07-02,63,PM2.5,Bangalore,6.0,18.0,18.0,63.0,32.0,2022.0,7.0,July,2022-07,26,Saturday
2022-08-02,47,PM2.5,Bangalore,4.987004548408057,34.0,9.0,47.0,15.0,2022.0,8.0,August,2022-08,31,Tuesday
2022-09-02,54,PM2.5,Hyderabad,6.0,25.0,17.0,54.0,37.0,2022.0,9.0,September,2022-09,35,Friday
2022-10-02,58,PM2.5,Hyderabad,10.0,34.0,20.0,58.0,34.0,2022.0,10.0,October,2022-10,39,Sunday
2022-11-02,46,PM2.5,Hyderabad,9.0,38.0,19.0,46.0,40.0,2022.0,11.0,November,2022-11,44,Wednesday
2022-12-02,38,Ozone,Bangalore,5.0,38.0,13.0,34.0,24.0,2022.0,12.0,December,2022-12,48,Friday
,33,PM2.5,Bangalore,4.987004548408057,30.0,7.0,33.0,8.0,,,,NaT,,
,38,Ozone,Bangalore,2.0,38.0,8.0,24.0,7.0,,,,NaT,,
,36,NO2,Hyderabad,6.0,34.0,12.0,35.0,36.0,,,,NaT,,
,55,PM2.5,Hyderabad,10.0,37.0,21.0,55.0,39.0,,,,NaT,,
,40,PM2.5,Hyderabad,5.0,37.0,18.0,40.0,21.0,,,,NaT,,
,38,Ozone,Bangalore,3.0,38.0,6.0,18.0,8.0,,,,NaT,,
,36,Ozone,Bangalore,3.0,36.0,10.0,30.0,26.0,,,,NaT,,
,37,Ozone,Bangalore,5.0,37.0,14.0,29.0,20.0,,,,NaT,,
,53,PM2.5,Hyderabad,6.0,29.0,23.0,53.0,33.0,,,,NaT,,
,59,PM2.5,Bangalore,7.0,36.0,19.0,59.0,38.0,,,,NaT,,
,47,PM2.5,Hyderabad,5.0,31.0,17.0,47.0,22.0,,,,NaT,,
,31,Ozone,Bangalore,2.0,31.0,8.0,27.0,9.0,,,,NaT,,
,34,Ozone,Bangalore,3.0,34.0,7.0,29.0,15.0,,,,NaT,,
,42,PM2.5,Hyderabad,5.0,40.0,21.0,42.0,29.0,,,,NaT,,
,52,PM2.5,Hyderabad,7.0,44.0,21.0,52.0,41.0,,,,NaT,,
,40,Ozone,Bangalore,2.0,40.0,9.0,24.0,33.0,,,,NaT,,
2022-01-03,49,PM2.5,Hyderabad,6.0,44.0,22.0,49.0,40.0,2022.0,1.0,January,2022-01,1,Monday
2022-02-03,56,PM2.5,Bangalore,6.0,41.0,16.0,56.0,40.0,2022.0,2.0,February,2022-02,5,Thursday
2022-03-03,41,Ozone,Bangalore,6.0,41.0,9.0,39.0,20.0,2022.0,3.0,March,2022-03,9,Thursday
2022-04-03,40,Ozone,Visakhapatnam,3.0,40.0,9.0,29.0,39.0,2022.0,4.0,April,2022-04,13,Sunday
